tweet_id,rating_numerator,rating_denominator,favorite_count,retweet_count,dog_breed,confidence
840632337062862849,12,10,8985,1759,golden_retriever,0.711148
840268004936019968,12,10,19219,5704,Chesapeake_Bay_retriever,0.8639870000000001
839990271299457024,13,10,13402,2270,Staffordshire_bullterrier,0.604938
839549326359670784,12,10,27443,7720,Norwich_terrier,0.05248
839239871831150596,13,10,27085,6516,Leonberg,0.927021
838921590096166913,13,10,11148,2060,Border_terrier,0.664538
838561493054533637,13,10,10942,1335,kelpie,0.216562
838476387338051585,13,10,22508,4768,Great_Pyrenees,0.997692
838083903487373313,13,10,17631,3134,chow,0.800975
837820167694528512,12,10,34141,7852,golden_retriever,0.887625
837471256429613056,12,10,12824,2275,Norwegian_elkhound,0.976255
837471256429613056,12,10,12824,2275,Norwegian_elkhound,0.976255
837110210464448512,13,10,16085,2366,Siberian_husky,0.767696
836989968035819520,12,10,12789,2293,toy_poodle,0.005887300000000001
836753516572119041,12,10,19351,4642,schipperke,0.0115635
836260088725786625,13,10,21349,4308,borzoi,0.564688
836001077879255040,13,10,19120,4269,Samoyed,0.963558
835574547218894849,11,10,17825,3628,Staffordshire_bullterrier,0.6106550000000001
835297930240217089,12,10,16510,3023,Rottweiler,0.341276
835264098648616962,12,10,7757,1702,Chesapeake_Bay_retriever,0.0875033
835172783151792128,12,10,26246,5780,Border_collie,0.663138
834931633769889797,12,10,10836,1650,soft-coated_wheaten_terrier,0.196476
834786237630337024,13,10,21418,5514,Border_terrier,0.156276
834574053763584002,13,10,13703,2544,golden_retriever,0.226564
834458053273591808,12,10,9649,1691,Rhodesian_ridgeback,0.468619
834209720923721728,12,10,20673,4769,golden_retriever,0.754799
834086379323871233,12,10,13125,2218,Labrador_retriever,0.0452627
833863086058651648,12,10,13478,2418,kuvasz,0.494969
833826103416520705,13,10,18120,3790,Chihuahua,0.438054
833722901757046785,13,10,20887,3232,West_Highland_white_terrier,0.918144
833479644947025920,13,10,14894,2062,golden_retriever,0.727039
833124694597443584,12,10,20288,4862,Cardigan,0.7105229999999999
832998151111966721,13,10,13318,2215,boxer,0.539036
832757312314028032,13,10,16937,3646,Cardigan,0.160888
832636094638288896,12,10,15922,2803,Eskimo_dog,0.5250319999999999
832397543355072512,12,10,12015,2230,Pekinese,0.988916
832369877331693569,11,10,17254,3208,kelpie,0.50469
832273440279240704,14,10,11403,2351,Pembroke,0.134081
832032802820481025,12,10,17969,4684,whippet,0.601712
831939777352105988,12,10,24128,6170,Pomeranian,0.153862
831911600680497154,14,10,27782,6545,bloodhound,0.777562
831670449226514432,13,10,10503,1834,Pembroke,0.6248020000000001
831650051525054464,13,10,7187,1939,Eskimo_dog,0.530416
831552930092285952,13,10,9028,2326,Chihuahua,0.257415
831322785565769729,12,10,9322,1563,Old_English_sheepdog,0.999715
831315979191906304,13,10,6583,1134,briard,0.982755
831309418084069378,12,10,11822,2481,Doberman,0.369389
831262627380748289,12,10,11982,2064,cocker_spaniel,0.26332300000000003
830956169170665475,12,10,8026,1508,kuvasz,0.451516
830583320585068544,13,10,67293,16895,Labrador_retriever,0.908703
830097400375152640,13,10,9873,2972,toy_poodle,0.442713
829861396166877184,12,10,12317,1964,Border_terrier,0.394486
829501995190984704,12,10,31975,10683,French_bulldog,0.950851
829449946868879360,11,10,10534,2041,Labrador_retriever,0.315163
829449946868879360,11,10,10534,2041,Labrador_retriever,0.315163
829141528400556032,12,10,24579,7411,golden_retriever,0.57314
829011960981237760,13,10,53482,16428,boxer,0.312221
828770345708580865,13,10,25765,5919,Chesapeake_Bay_retriever,0.0338986
828708714936930305,10,10,36772,11273,Mexican_hairless,0.00838837
828650029636317184,14,10,9589,1363,golden_retriever,0.649209
828409743546925057,12,10,6397,1174,toy_poodle,0.0180398
828408677031882754,12,10,7730,1304,Weimaraner,0.13303299999999998
828381636999917570,14,10,12684,2232,Bedlington_terrier,0.392535
828376505180889089,13,10,7438,1082,American_Staffordshire_terrier,0.5230859999999999
828372645993398273,12,10,12643,2969,malamute,0.663047
828011680017821696,11,10,10432,2169,American_Staffordshire_terrier,0.936662
827933404142436356,12,10,20279,5295,German_shepherd,0.8061149999999999
827653905312006145,12,10,15614,3042,collie,0.285555
827600520311402496,13,10,7506,953,Pembroke,0.32563800000000004
827324948884643840,12,10,15996,3082,golden_retriever,0.352486
827199976799354881,13,10,10673,2242,Great_Dane,0.8696809999999999
826958653328592898,12,10,21767,5056,golden_retriever,0.6173890000000001
826848821049180160,13,10,36683,10271,Great_Pyrenees,0.858764
826598365270007810,13,10,10138,2369,French_bulldog,0.628119
826476773533745153,12,10,18578,4234,German_shepherd,0.7418600000000001
826240494070030336,11,10,13422,2636,French_bulldog,0.903048
826204788643753985,13,10,4926,935,Labrador_retriever,0.782058
826115272272650244,13,10,15807,3172,golden_retriever,0.00233085
825829644528148480,12,10,12850,2518,Great_Pyrenees,0.8534069999999999
825535076884762624,14,10,57350,17716,Rottweiler,0.681495
825147591692263424,13,10,18497,4599,Pekinese,0.354823
825026590719483904,12,10,6373,1278,Eskimo_dog,0.524454
824775126675836928,12,10,15084,3563,Border_terrier,0.610499
824663926340194305,13,10,10622,1790,English_setter,0.526488
824325613288833024,13,10,11951,10637,Pembroke,0.990793
823939628516474880,12,10,10737,2740,schipperke,0.23407600000000006
823699002998870016,12,10,14147,2553,cairn,0.203999
823581115634085888,11,10,13167,2658,German_shepherd,0.194044
823322678127919110,11,10,15903,4084,Chihuahua,0.00183635
822975315408461824,12,10,17495,3496,Pembroke,0.233162
822872901745569793,13,10,133068,43831,Lakeland_terrier,0.196015
822859134160621569,12,10,13434,2311,malinois,0.332897
822610361945911296,12,10,14995,2997,cocker_spaniel,0.6644869999999999
822489057087389700,13,10,18375,6495,Samoyed,0.416769
822462944365645825,14,10,28383,14513,Pomeranian,0.960199
822244816520155136,11,10,35368,10020,Samoyed,0.585441
821886076407029760,13,10,11463,2351,golden_retriever,0.26623800000000003
821765923262631936,13,10,8515,1678,golden_retriever,0.980071
821522889702862852,13,10,8132,1790,Doberman,0.7635390000000001
821407182352777218,14,10,11931,4404,Irish_setter,0.5054960000000001
821149554670182400,12,10,8759,2021,German_shepherd,0.515933
821107785811234820,11,10,9720,2166,Pomeranian,0.85659
821044531881721856,12,10,12820,2314,Old_English_sheepdog,0.14802
820749716845686786,13,10,31978,10046,golden_retriever,0.8380120000000001
820314633777061888,14,10,3390,572,Gordon_setter,0.940724
819952236453363712,13,10,5406,1194,American_Staffordshire_terrier,0.925505
819711362133872643,11,10,13586,3165,toy_poodle,0.0220094
819588359383371776,13,10,9768,2020,Cardigan,0.5479350000000001
819347104292290561,12,10,7319,1227,Rottweiler,0.909106
819227688460238848,12,10,23407,6836,Border_terrier,0.4824520000000001
819004803107983360,14,10,88103,37415,standard_poodle,0.351308
818627210458333184,13,10,22729,7661,Labrador_retriever,0.384188
818614493328580609,12,10,9987,2609,Chihuahua,0.450722
818536468981415936,11,10,11054,2502,Welsh_springer_spaniel,6.229489999999999e-05
818259473185828864,12,10,11181,2307,miniature_schnauzer,0.367368
818145370475810820,11,10,12481,2614,golden_retriever,0.621931
817827839487737858,13,10,52461,27526,cocker_spaniel,0.387608
817777686764523521,13,10,10909,2738,curly-coated_retriever,0.733256
817536400337801217,12,10,11953,3020,pug,0.971358
817423860136083457,13,10,34376,14982,Samoyed,0.201358
817415592588222464,11,10,5687,970,Doberman,0.806163
817171292965273600,13,10,8910,2059,golden_retriever,0.295483
817120970343411712,13,10,12401,2647,Saluki,0.568809
817056546584727552,11,10,8727,1674,kelpie,0.8644149999999999
816816676327063552,12,10,10180,2077,malamute,0.668164
816697700272001025,12,10,9956,2236,Chihuahua,0.756992
816336735214911488,11,10,8738,1980,Labrador_retriever,0.91933
816091915477250048,12,10,9071,2182,Pomeranian,0.967345
815990720817401858,11,10,5033,1041,Chihuahua,0.428756
815966073409433600,13,10,22779,8610,Tibetan_mastiff,0.506312
815736392542261248,11,10,10007,2310,Border_collie,0.5489069999999999
815639385530101762,12,10,8359,1678,German_shepherd,0.8179529999999999
814986499976527872,11,10,7776,1300,dalmatian,0.999828
814638523311648768,12,10,11460,2749,golden_retriever,0.650814
814530161257443328,12,10,8802,1904,miniature_poodle,0.626913
814153002265309185,12,10,29263,8850,golden_retriever,0.490068
813910438903693312,11,10,9457,1904,Siberian_husky,0.6993550000000001
813812741911748608,14,10,37049,14249,French_bulldog,0.709146
813800681631023104,12,10,8459,1801,malamute,0.501159
813217897535406080,13,10,18975,7439,Samoyed,0.905972
813202720496779264,11,10,9398,1843,cocker_spaniel,0.701852
813187593374461952,13,10,20238,4456,golden_retriever,0.888181
813172488309972993,12,10,9439,1965,golden_retriever,0.0261931
813157409116065792,12,10,7906,2258,Pembroke,0.07056710000000001
813142292504645637,13,10,8618,2432,beagle,0.848735
813127251579564032,11,10,12059,3194,Norwegian_elkhound,0.432416
813112105746448384,12,10,10493,2799,Pembroke,0.140682
813096984823349248,11,10,10758,3692,Great_Dane,0.128056
813081950185472002,11,10,10066,2832,Doberman,0.909951
813066809284972545,12,10,8094,1995,toy_terrier,0.7764
813051746834595840,13,10,21366,7513,golden_retriever,0.914804
812781120811126785,10,10,7715,1947,bull_mastiff,0.989316
812709060537683968,12,10,6739,1462,Irish_setter,0.326873
812466873996607488,12,10,8112,1976,Great_Dane,0.0782055
812372279581671427,13,10,13906,3736,golden_retriever,0.7848729999999999
811985624773361665,11,10,7391,1432,Staffordshire_bullterrier,0.6105729999999999
811744202451197953,13,10,7680,1634,Pekinese,0.386082
811627233043480576,10,10,13008,3150,beagle,0.39628
811386762094317568,11,10,21315,6514,Pembroke,0.804177
810896069567610880,11,10,9185,1809,flat-coated_retriever,0.8208040000000001
810657578271330305,11,10,11183,2707,malamute,0.753521
810284430598270976,13,10,35962,11546,malamute,0.620768
810254108431155201,12,10,14990,3444,Staffordshire_bullterrier,0.292556
809920764300447744,10,10,15824,4030,Norwich_terrier,0.397163
809448704142938112,12,10,7064,1499,Greater_Swiss_Mountain_dog,0.375415
809220051211603969,12,10,20313,5720,Pomeranian,0.8195110000000001
809084759137812480,11,10,13500,3607,vizsla,0.911412
808838249661788160,13,10,10307,3112,Rottweiler,0.36953
808733504066486276,12,10,8052,2214,toy_poodle,0.0369271
808501579447930884,12,10,11518,2664,Airedale,0.4542390000000001
808106460588765185,12,10,8963,2253,golden_retriever,0.426183
808001312164028416,12,10,12775,3610,Labrador_retriever,0.730959
807621403335917568,14,10,14865,3708,golden_retriever,0.873233
807106840509214720,13,10,120695,56714,Chihuahua,0.50537
807010152071229440,12,10,13332,3947,golden_retriever,0.610807
806629075125202948,13,10,76245,35477,cocker_spaniel,0.0464032
806542213899489280,11,10,10423,2406,vizsla,0.938617
806219024703037440,11,10,6559,1219,chow,0.835102
805932879469572096,12,10,8434,1960,Norwegian_elkhound,0.657967
805826884734976000,12,10,6699,1869,Siberian_husky,0.248926
805520635690676224,13,10,5866,1692,malinois,0.643147
805207613751304193,12,10,7983,1755,Pembroke,0.244705
804738756058218496,12,10,13958,3908,Tibetan_mastiff,0.91579
803773340896923648,12,10,10266,2808,miniature_pinscher,0.817066
803638050916102144,13,10,11167,4229,Labrador_retriever,0.372776
803276597545603072,11,10,10234,2512,Pembroke,0.457086
802952499103731712,12,10,9195,2057,chow,0.944032
802572683846291456,12,10,9106,2570,golden_retriever,0.610171
802265048156610565,11,10,6906,1409,Labrador_retriever,0.8971620000000001
802239329049477120,12,10,9260,2683,Eskimo_dog,0.482498
801958328846974976,12,10,7903,1751,Staffordshire_bullterrier,0.327887
801538201127157760,12,10,8390,2116,Pembroke,0.550506
801167903437357056,13,10,24984,6067,cocker_spaniel,0.74022
801115127852503040,12,10,8236,2153,dalmatian,0.823356
800751577355128832,12,10,10763,2864,cocker_spaniel,0.771984
800513324630806528,11,10,13404,3059,Pembroke,0.8289040000000001
800388270626521089,12,10,11371,2874,golden_retriever,0.35986
800141422401830912,13,10,15592,2606,golden_retriever,0.938048
799757965289017345,13,10,8565,2219,Border_collie,0.442534
799422933579902976,12,10,8215,1970,miniature_pinscher,0.58363
799297110730567681,11,10,10091,2829,malamute,0.985028
799063482566066176,11,10,8223,2519,Norfolk_terrier,0.334436
798933969379225600,12,10,13363,4575,Siberian_husky,0.703224
798925684722855936,11,10,7645,1475,West_Highland_white_terrier,0.539463
798209839306514432,13,10,10633,2618,Pekinese,0.524583
797971864723324932,12,10,11857,3181,American_Staffordshire_terrier,0.489845
797545162159308800,12,10,14847,4988,Pembroke,0.954089
797236660651966464,12,10,20356,6744,collie,0.767005
796865951799083009,12,10,7835,1957,Cardigan,0.8391290000000001
796759840936919040,11,10,12084,3113,American_Staffordshire_terrier,0.463996
796484825502875648,12,10,7730,1802,cocker_spaniel,0.116924
796387464403357696,12,10,11224,4249,Pekinese,0.461164
796149749086875649,11,10,32926,14626,golden_retriever,0.600276
796116448414461957,11,10,9288,2474,Cardigan,0.700182
796080075804475393,12,10,8632,2366,chow,0.973846
796031486298386433,13,10,11029,3799,golden_retriever,0.893775
795464331001561088,13,10,50680,24216,golden_retriever,0.193082
795400264262053889,12,10,10275,2946,golden_retriever,0.925494
794926597468000259,12,10,10462,2364,toy_poodle,0.0376618
794332329137291264,12,10,9765,2740,Samoyed,0.988307
793962221541933056,12,10,17182,5004,Labrador_retriever,0.8616510000000001
793845145112371200,13,10,9415,1915,Old_English_sheepdog,0.7652770000000001
793601777308463104,12,10,8145,1668,miniature_pinscher,0.538981
793500921481273345,12,10,10900,2432,golden_retriever,0.326122
793286476301799424,13,10,25111,9393,Afghan_hound,0.274637
793271401113350145,12,10,8873,2449,Siberian_husky,0.231695
793256262322548741,12,10,20382,8539,basset,0.207622
793241302385262592,13,10,10738,3374,golden_retriever,0.559308
793226087023144960,11,10,10041,2939,wire-haired_fox_terrier,0.456047
793210959003287553,10,10,9109,2865,French_bulldog,0.0187591
793195938047070209,12,10,15606,5765,Labrador_retriever,0.654762
793180763617361921,11,10,7081,2049,Lakeland_terrier,0.266824
793165685325201412,12,10,9608,2853,golden_retriever,0.946224
793150605191548928,11,10,6308,1742,Italian_greyhound,0.193869
793120401413079041,11,10,12936,4011,Labrador_retriever,0.7249439999999999
